CDD GmbH & Co. KG,Ad Agency,
Cedato Technologies Ltd,Unknown,
Cedemo,Ad Agency,
Celtra Inc.,Ad Server,
Ceneo.pl,Customization,ssl.ceneo.pl
Center,Retargeting / Optimization,
CentralNic Poland sp. z o.o.,Unknown,
Centribal,Customization,samsung.bimyou.es
CerebroAd.com s.r.o.,Ad Platform,
CFMM.com,Ad Agency,
CGI Communications, Inc,Ad Platform,
Chameleon Digital Media,Ad Agency,
CHANet,Ad Platform,
Channel 1 Media,Ad Agency,
Channel Factory,Ad Platform,
Channel Pilot Solutions GmbH,Unknown,
Channel99, Inc.,Unknown,
ChannelAdvisor,Ad Platform;Ad Network,where-to-buy.co
ChannelSight,Retargeting / Optimization,
Charlwood eMarketing,Service Provider,
ChartBeat,Attribution / Analytics,chartbeat.com
Chartbeat,Unknown,
Chartbeat, Inc.,Attribution / Analytics,
Chartboost,Ad Platform,
Cheetah Digital,Ad Platform,
CHEQ AI TECHNOLOGIES,Unknown,
Chicory,Ad Platform,
Chitika,Ad Network,
Chocolate Platform,Ad Exchange,
ChoiceStream, Inc.,Ad Network,
Choozle,Ad Platform,
Choreograph,Unknown,
Chromeye,Ad Agency,
CIBLECLIC,Retargeting / Optimization,
Cidewalk,Ad Network,
Cint AB,Market research / Consumer survey,
Circana,Ad Platform,
Citiservi,Ad Platform,
CITISERVI EUROPE, S.L.,Unknown,
CityGrid Media,Ad Network,
CJ Affiliate by Conversant,Ad Network,
Claranet France (former Oxalide),Customization,sv.ciblelink.com
Claritas,Ad Platform,
Claritas LLC,Retargeting / Optimization,
ClearPier,Ad Network,
Clever Advertising, Lda.,Ad Network,
CleverPush GmbH,Unknown,
Click Tech Limited,Unknown,
Clickagy,Unknown,
Clickagy LLC,Data Provider / Aggregator,
Clickbooth,Demand Side Platform (DSP),
ClickCertain.com,Demand Side Platform (DSP),
ClickInText,Retargeting / Optimization,
Clickmeter,Ad Platform,
Clickonometrics,Ad Network,clickonometrics.pl;delivery.clickonometrics.pl;profiling.clickonometrics.pl;sync.clickonometrics.pl
Clicky Web Analytics,Attribution / Analytics,
ClicManager,Retargeting / Optimization,
CLIIPA,Ad Server,
Clinch Labs LTD,Ad Network,
Clipcentric, Inc.,Ad Platform,
Clipr,Ad Network,
Cloud Technologies S.A.,Unknown,
CloudConvert (Lunaweb, Inc.),Unknown,
CloudFlare,Unknown,
Cloudflare,Customization,cdnjs.cloudflare.com;static.cloudflareinsights.com
CloudUP,Social / Sharing Tools,
Cloudways,Customization,wordpress-556621-1873424.cloudwaysapps.com
Cludo,Service Provider,
Cluep LLC,Ad Platform,
CM Commerce,Ad Server,
CMI France,Publisher Related,
CMI Marketing, Inc. d/b/a Raptive,Unknown,
CND Motion Media GmbH,Unknown,
Code3,Ad Platform,
Cognitiv,Unknown,
Cognitiv Corp.,Attribution / Analytics,
CogoCast,Ad Platform,
Coherent Path,Attribution / Analytics,
Coinzilla,Ad Platform,
Collective Europe Ltd.,Unknown,
Collective, Inc. dba Visto,Ad Network,
Colombia,Ad Network,
Colossus,Ad Network,
Colossus Media, LLC.,Data Management Platform (DMP),
Colpirio.com,Retargeting / Optimization,
Comcast,Service Provider,
Comcast International France SAS/FreeWheel Media,Inc.,Ad Network;ads.stickyadstv.com;fwmrm.net
Comcast International France SAS/FreeWheel Media, Inc.,Ad Platform,
Commanders Act,Data Management Platform (DMP),
Commerce Connector,Customization,samsung.global.commerce-connector.com;shoplogos.commerce-connector.de
communicationAds GmbH & Co. KG,Unknown,
communicationAds GmbH &amp; Co. KG,Unknown,
Community Brands,Service Provider,
Compulse,Ad Agency,
Comscore,Ad Platform,
Comscore B.V.,Attribution / Analytics,
Concert,Ad Platform,
Concord Technologies Corporation,Unknown,
Conde Nast,Ad Network,
Conde Nast Digital,Publisher Related,
Conductrics,Retargeting / Optimization,
Confiant Inc.,Ad Platform,
congstar GmbH,Unknown,
Connatix,Ad Network,
Connatix Native Exchange Inc.,Ad Server,
Connect Your Home,Publisher Related,
ConnectAd Demand GmbH,Ad Platform;Ad Network,connected-by.connectad.io;sync.connectad.io;sync-eu.connectad.io
Connected Interactive,Ad Platform,
Connected Living,Customization,samsung-connected-living.web.app
Connexity,Attribution / Analytics;Ad Platform,
Consent Framework,Ad Network,
Constant Commerce Ltd.,Ad Platform,
Constant Contact,Service Provider,
Consumable, Inc.,Ad Server,
Consumer Media Network,Service Provider,
ConsumerTrack,Ad Agency,
Contact Impact GmbH/Axel Springer Teaser Ad GmbH,Ad Platform,
Content Ignite,Unknown,
Content.ad,Ad Network,
Contentfry,Social / Sharing Tools,
Contentful GmbH,Customization,images.ctfassets.net
Contently.com,Ad Platform,
Contentsquare,Attribution / Analytics;Customization,c.az.contentsquare.net;c.clicktale.net;c.contentsquare.net;cdnssl.clicktale.net;l.contentsquare.net;t.clicktale.net;t.contentsquare.net
Contobox,Ad Platform,
Converge-Digital,Ad Exchange,
Conversant,Unknown,
Conversion Gorilla,Retargeting / Optimization,
Conversion Logic,Attribution / Analytics,
Conversions On Demand,Retargeting / Optimization,
Convertiv,Ad Agency,
Convertize,Retargeting / Optimization,
ConvertKit,Ad Platform,
Converto AG,Unknown,
Convo Ink,Unknown,
Convyrtr,Retargeting / Optimization,
Cookie Law Regulations,Customization,cdn.cookielaw.org
Cookie Market LTD,Unknown,
Cootlogix,Retargeting / Optimization;Ad Network,cootlogix.com
CoreLogic,Ad Platform,
CoreMetrics,Attribution / Analytics,
Coull,Ad Platform,
Court Square Capital Management, L.P.,Publisher Related,
Covatic Ltd,Unknown,
Cox Automotive,Ad Platform,
CPMStar,Ad Network,
CPXi,Ad Network,
Crate & Barrel,Publisher Related,
CraveLabs,Ad Platform,
Crazy Egg,Attribution / Analytics;Customization,script.crazyegg.com
Crealytics,Ad Network,
CreateJS,Unknown,
Crimtan Holdings Limited,Ad Network,
Crisp,Retargeting / Optimization,
Crisp Live Chat,Retargeting / Optimization,
Criteo,Unknown,
Criteo SA,Retargeting / Optimization;Ad Network,criteo.com;csm.fr3.eu.criteo.net;csm.fr.eu.criteo.net;csm.nl.eu.criteo.net;dis.criteo.com;dynamic.criteo.com;gum.criteo.com;sslwidget.criteo.com;static.criteo.net
Cross Pixel,Ad Platform,
Cross Pixel Inc.,Retargeting / Optimization,
Crossix,Ad Platform,
Crossmedia,Ad Agency,
crossvertise GmbH,Ad Network,
CrowdSouth,Ad Agency,
CrowdTwist,Attribution / Analytics,
CUBED,Unknown,
Cue Digital Media,Ad Platform,
Cuebiq,Ad Platform,
Cuebiq Group, LLC,Retargeting / Optimization,
Curve Interactive,Ad Agency,
Custora,Attribution / Analytics,
Cybba, Inc.,Retargeting / Optimization,
Cyber Communications Inc. (CCI),Ad Platform,
CyberAgent,Customization,adtdp.com;as.amanad.adtdp.com;caprofitx.adtdp.com
Cydersoft,Unknown,
Cygnis Media,Website Tools,
Cymmetrik,Publisher Related,
Czech Publisher Exchange z.s.p.o.,Demand Side Platform (DSP),
D&M,Ad Platform,
D-Edge,Unknown,
Dable Inc.,Ad Platform;Ad Network,adx.dable.io
DAC,Ad Network,
DaCast,Service Provider,
DADI+,Service Provider,
Daily Mail,Ad Network,
Daily Mail Online,Publisher Related,
Daily Motion,Ad Network,
Dailymotion SA,Unknown,
Dalee,Ad Agency,
Dalet,Attribution / Analytics,
Dando online LTD,Unknown,
DARE,Ad Agency,
Darriens,Ad Network,
Data Axle,Data Provider / Aggregator;Ad Platform,
Data Current,Ad Platform,
data Xtrade,Ad Platform,
Data-Centric Alliance,Demand Side Platform (DSP),
Data.com International,Data Provider / Aggregator,
DataDome,Customization,ct.captcha-delivery.com;dd.prod.captcha-delivery.com;js.datadome.co;static.captcha-delivery.com
DataLab USA,Ad Agency,
Datalicious,Attribution / Analytics,
Dataline,Attribution / Analytics;Ad Platform,
DataPoint Media,Retargeting / Optimization,
Dataseat Ltd,Unknown,
DataSphere,Ad Network,
Datatrics,Data Provider / Aggregator,
DataWave LTD,Unknown,
DataXpand,Data Management Platform (DMP),
Dataxpand,Ad Platform,
dataXtrade GmbH,Demand Side Platform (DSP),
Datmean,Ad Platform,
Datonics,Data Provider / Aggregator;Ad Platform,
DAX,Ad Exchange;Ad Network,tracking.audio.thisisdax.com
DCMN,Ad Network,
Dealer.com,Retargeting / Optimization,
Decentralised Advertising Limited,Unknown,
Decidata,Ad Platform,
Dedicated Media,Ad Network,
DeepIntent, Inc.,Data Provider / Aggregator,
Deepsight,Retargeting / Optimization,
DeepVideo,Ad Platform,
DEFINE MEDIA GMBH,Ad Network,
Deko,Customization,dekopay.com
DeliDataX,Ad Platform,
Delisoft,Ad Agency,
Delivery Media,Ad Network,
Della Nesta,Ad Agency,
Delta Air Lines,Unknown,
Delta Projects,Unknown,
Delta Projects AB,Ad Platform,
DeltaX,Ad Platform,
Demand Insight,Demand Side Platform (DSP),
Demand Media Studios,Ad Network,
Demandbase,Unknown,
Demandbase, Inc.,Retargeting / Optimization,
Densou Trading Desk ApS,Unknown,
Dentsu A/S,Ad Network,
Dentsu Aegis Network,Ad Agency,
Dentsu Italia SpA,Unknown,
dentsu mcgarrybowen,Ad Agency,
Dentsu UK Limited,Ad Network,
Deseret Digital Media,Ad Agency,
Designeris,Ad Agency,
Deutsche Post AG,Unknown,
DeviceAtlas,Retargeting / Optimization,
Dianomi,Unknown,
Dianomi PLC,Ad Platform,
DidIt,Ad Platform,
Digg,Publisher Related,
digidip GmbH,Ad Network,
Digilant,Ad Network,
Digiseg,Ad Platform,
Digiseg ApS,Unknown,
Digital Advisor,Ad Network,
Digital Brain Nordic AB,Unknown,
Digital Control GmbH & Co. KG,Unknown,
Digital East GmbH,Demand Side Platform (DSP),
Digital Ignite,Service Provider,
Digital Marketing Solutions,Ad Agency,
Digital Media Solutions,Ad Agency,
Digital Prod,Ad Agency,
Digital Remedy,Ad Network,
DIGITAL SQUAD,Unknown,
Digital Squad,Data Management Platform (DMP),
digitalAudience B.V.,Retargeting / Optimization;Ad Network,target.digitalaudience.io
DigitalOcean,Customization,ams3.digitaloceanspaces.com;sebn.ams3.cdn.digitaloceanspaces.com;sebn.ams3.digitaloceanspaces.com
DigitalWerk Online Agency,Ad Agency,
Digitas APAC,Ad Agency,
Digitas Health,Ad Agency,
DIGITEKA Technologies,Unknown,
Digitize,Ad Network,
Digitize New Media Ltd,Unknown,
DigiTrust / IAB Tech Lab,Unknown,
Discover-Tech ltd,Unknown,
Discovery,Ad Network,
Discovery Channel,Publisher Related,
Disqus,Unknown,
Distribute Travel,Retargeting / Optimization,
district m inc.,Ad Network,
DistroScale, Inc.,Demand Side Platform (DSP),
Division-D,Ad Network,
DM3 Concepts,Ad Platform,
DMC,Ad Agency,
DMD,Ad Platform,
dmenu,Customization,addlv.smt.docomo.ne.jp
DNA-I.COM,Unknown,
Do You Dream Up,Customization,chatboxes.doyoudreamup.com
DocCheck,Social / Sharing Tools,
Doceree UK Limited,Ad Exchange,
Dognet,Ad Network,
Dogwood Hills Communications, Inc.,Ad Agency,
DojoMojo,Ad Platform,
Don Jagoda Associates, Inc.,Ad Agency,
donReach,Social / Sharing Tools,
Dot Matrix Design Group,Ad Agency,
Dot.vu,Ad Platform,
DotAndMedia,Ad Server,
Dotdash,Ad Network,
DOTNAMEKOREA CORP.,Customization,bidence.net;sync.bidence.net
Double Verify,Ad Platform,
DoublePositive,Ad Agency,
DoubleVerify Inc.,Ad Network,
DoubleVerify Inc.​,Unknown,
dpa-infocom GmbH,Unknown,
Drako,Ad Platform,
Draugiem.lv,Social / Sharing Tools,
Drawbridge, Inc.,Unknown,
Dream Config,Ad Agency,
DrivenIQ Corporation,Unknown,
Drizly,Ad Platform,
Dropbox, Inc.,Unknown,
DSNR Media Group,Ad Network,
Dstillery,Retargeting / Optimization;Ad Platform,
DT Exchange (Fyber Monetization Ltd.),Unknown,
Dun & Bradstreet (D&B),Retargeting / Optimization,
Dun Bradsheet,Ad Platform,
dunnhumby Germany GmbH,Retargeting / Optimization,
Duplo Media AS,Unknown,
Duration Media, LLC.,Ad Network,
DynAdmic,Demand Side Platform (DSP),
Dynagroup,Customization,dronline-samsung.dynalinq.eu
Dynamic 1001 GmbH,Unknown,
Dynamic Signal Inc.,Social / Sharing Tools,
Dynata LLC,Unknown,
Dynaton,Data Management Platform (DMP),
e-dialog,Retargeting / Optimization,
E-goi,Ad Server,
E-novate,Ad Platform,
e-Viral,Ad Network,
EASY Marketing GmbH,Ad Agency,
Easy Voyage,Publisher Related,
Easyence,Ad Network,prod-js.aws.y-track.com;prod-wt.aws.y-track.com
EASYmedia GmbH,Unknown,
eBay,Unknown,
eBay Inc,Publisher Related,
ebuilders,Unknown,
econda GmbH,Attribution / Analytics,
ect Audience - Do Not Use,Unknown,
EDGAR Online,Data Provider / Aggregator,
Edge,Service Provider,
EDGE NPD Sp. z o.o.,Ad Network;Customization,d1.abtshield.com;cdn.snippet.abtshield.com
Edge226 Ltd,Unknown,
EDM Digital Solutions,Retargeting / Optimization,
Edmunds,Ad Platform,
Effective Measure,Ad Platform,
Effiliation / Effinity,Unknown,
Effinity,Unknown,
Ekata,Verification / Privacy,
Eko,Service Provider,
eLabz SRL,Unknown,
eLand,Ad Platform,
ElasticSearch,Unknown,
Eli Kirk Riser,Ad Agency,
Elogia,Ad Agency,
Email Partners,Customization,emailpartners.net
eMarketingEye,Ad Agency,
eMarketingSolutions, Online Marketing S.L.,Unknown,
Embedhunt,Website Tools,
Ember Screen,Ad Platform,
Emblue,Ad Platform,
EMBRACE Systems GmbH,Unknown,
eMedicineHealth,Publisher Related,
Emerse Sverige AB,Demand Side Platform (DSP),
Emetriq,Ad Platform,
emetriq GmbH,Data Provider / Aggregator,
Emma, Inc.,Retargeting / Optimization,
Emodo, Inc.,Unknown,
Emojot,Ad Server,
Empower AdTech,Unknown,
EMX Digital, Inc.,Ad Exchange,
Enable - Israel,Website Tools,
Enecto,Retargeting / Optimization,
Engage Media TV LTD,Unknown,
engageBDR,Ad Network,
EngageFront,Ad Platform,
Engagement Factory,Customization,engagr.nl
Engine Group,Ad Agency,
ENGINE Insights,Data Management Platform (DMP),
Enjoy4fun,Customization,ads.enjoy4fun.com
Ensighten,Service Provider;Customization,nexus.ensighten.com;pfa.levexis.com;sec.levexis.com
Enterprise Storage Forum,Service Provider,
Entravision,Ad Network,
Envero Media,Ad Network,
Environics Analytics,Ad Platform,
Eodev.com,Social / Sharing Tools,
Epom Ltd.,Ad Server,
eprofessional,Ad Network,
Epsilon,Ad Network;Ad Platform,
Epsilon CPE,Ad Network,
EQ Works,Retargeting / Optimization,
EQS Group,Retargeting / Optimization,
Equativ,Ad Network,
Equifax,Service Provider;Ad Platform,
Equipe,Ad Agency,
Erate,Ad Server,
Ericsson Emodo,Ad Platform,
Ermes,Ad Platform,
eShopWorld,Ad Platform,
Eskimi,Ad Platform,
esome advertising technologies gmbh,Unknown,
Essens,Unknown,
Estatus no disponible,Unknown,
ETARGET,Ad Network,
ETARGET SE,Unknown,
Ethic,Ad Agency,
Ethnio,Market research / Consumer survey,
eTracker,Attribution / Analytics,
Eulerian Technologies,Data Management Platform (DMP),
Euvic 360e-com Sp. z o.o.,Unknown,
Eva Media Co,Retargeting / Optimization,
EventsTag,Social / Sharing Tools,
Evernote,Service Provider,
Everyday Health,Ad Network,
EverythingAmped,Retargeting / Optimization,
Evidon,Unknown,
eVisit Analyst,Attribution / Analytics,
Evite,Publisher Related,
Evocalize,Retargeting / Optimization,
Evolok,Unknown,
Evolution Technologies Inc.,Demand Side Platform (DSP);Ad Network,e-volution.ai
Evorra Ltd,Unknown,
EX.CO Technologies Ltd,Ad Platform,
EX.CO Technologies Ltd ,Unknown,
Exact Drive,Ad Platform,
Exactag GmbH,Ad Network,cdn.exactag.com;m.exactag.com
EXADS,Unknown,
Exceed Solutions GmbH,Unknown,
Excel Bid,Ad Network,
Excelaca Corp.,Ad Platform,
Excite Digital Media Pty Ltd,Ad Network,
Exclusive Concepts,Retargeting / Optimization,
Exelate,Ad Platform,
Exertis,Customization,samsung.exertisireland.ie;sstage.exertisireland.ie
Exit Bee Limited,Ad Agency,
EXOCLICK, S.L.,Ad Network,
Expedia,Ad Network,
Expedia, Inc.,Unknown,
Experian,Ad Platform,
Experian LTD,Unknown,
Expo Communications,Ad Platform,
Exponential Interactive, Inc d/b/a VDX.tv,Ad Network,
Expono,Social / Sharing Tools,
Exposebox,Data Management Platform (DMP),
Exposure Marketing,Ad Agency,
Express,Publisher Related,
Express Writers,Ad Agency,
Extreme Reach, Inc,Ad Server,
Extreme Tracking,Attribution / Analytics,
Eyeota,Ad Platform,
eyeota,Unknown,
Eyeota Pte Ltd,Data Provider / Aggregator;Ad Network,eyeota.net
Eyereturn Marketing,Ad Platform,
Eyeview, Inc.,Ad Server,
Ezoic Inc.,Ad Platform,
Facebook,Social / Sharing Tools;Ad Network,atdmt.com;connect.facebook.net;cx.atdmt.com;facebook.com;www.facebook.com
Facebook Ads,Ad Network,
Facebook Widgets,Social / Sharing Tools,
Factlink,Social / Sharing Tools,
Factor Eleven GmbH,Ad Network,
Factual Inc.,Retargeting / Optimization,
FairPrice Group,Ad Platform,
Falk Realtime,Ad Server,
Fancy,Social / Sharing Tools,
Fandom, Inc.,Unknown,
Fanplayr,Retargeting / Optimization;Ad Network;Customization,e1.fanplayr.com;fonts.fanplayr.com;my.fanplayr.com;samsung-es.n.fplr.co;static.fanplayr.com;cdn.fanplayr.com
Fanquimia,Ad Agency,
Fastbase,Ad Platform,
Fastly,Service Provider,
FATMEDIA,Ad Agency,
FBG Medier,Retargeting / Optimization,
Fcinq,Ad Agency,
Feathr,Ad Platform,
Feature Forward,Ad Platform,
FeedAd GmbH,Unknown,
FeedBlitz,Social / Sharing Tools,
Feedonomics,Retargeting / Optimization,
Feeltapmedia Limited,Unknown,
FHSERVE,Ad Server,
Fidelity Media,Unknown,
Fido S.r.l,Data Management Platform (DMP),
Fidzup,Unknown,
Field Marketing Activities SRL,Ad Agency,
Fifty,Ad Platform,
Fifty Technology Limited,Retargeting / Optimization,
FileStack,Unknown,
financeAds,Ad Platform,
FinancialAudiences,Ad Agency,
Find Your Influence (FYI),Ad Platform,
Finn Partners,Ad Agency,
FireArc Technologies Ltd,Unknown,
First Base Unlimited,Ad Agency,
First-id,Unknown,
FirstImpression,Ad Agency,
Firstlead GmbH (ADCELL),Ad Network,
firststars,Ad Agency,
Fixel,Retargeting / Optimization,
Flagship,Customization,events.flagship.io
Flash-Gear,Social / Sharing Tools,
Flashtalking,Retargeting / Optimization;Ad Network,flashtalking.com
Flaticon,Customization,cdn-icons-png.flaticon.com
Flex Marketing Group,Ad Exchange,
FlexOffers.com, LLC,Ad Network,
Flexoffers.com, LLC,Unknown,
Flipboard,Social / Sharing Tools,
Flipp Corporate,Ad Server,
FlippingBook,Customization,online.flippingbook.com
Flix360.com,Customization,logo.flix360.io;static-assets.flix360.io;t.flix360.com
Flixmedia,Customization,media.flixcar.com;media.flixfacts.com
Flixster,Social / Sharing Tools,
Flockler,Social / Sharing Tools;Ad Network;Customization,plugins.flockler.com;fl-1.cdn.flockler.com
Flourish,Data Management Platform (DMP),
Flowics,Attribution / Analytics,
fluct,Sell Side Platform (SSP),
Fluent,Ad Platform,
Flurry,Attribution / Analytics,
FlxOne,Ad Platform,
Flyads OÜ,Unknown,
Flybuys,Ad Platform,
Flying Spoon,Ad Network,dashboard.ketchum.flyingspoon.de;ketchum.flyingspoon.de
FM Labs LLC,Ad Network,fidelity-media.com
Fomo,Retargeting / Optimization,
Fonecta,Ad Network,
Font Awesome,Attribution / Analytics,use.fontawesome.com
Footballco Media Limited,Unknown,
Footstats,Social / Sharing Tools,
Forbes,Ad Platform,
Foresee,Attribution / Analytics,
Foreshadow s.r.o,Unknown,
Fork Media,Ad Network,
Format Dynamics,Ad Platform,
Formden,Attribution / Analytics,formden.com
FORTVISION,Unknown,
Forza Comunicação,Ad Agency,
Fotki,Social / Sharing Tools,
FourSquare,Unknown,
Foursquare,Ad Platform,
Fox,Ad Network,
Fox News Digital Network,Ad Network,
Fractional Media,Unknown,
Fractl,Ad Agency,
Frameplay,Ad Network,
Frameplay Corporation,Ad Network,
fraud0 GmbH,Unknown,
Freak Out,Ad Network,
FreakOut Holdings,Ad Platform,
Free People,Publisher Related,
Free Wheel,Ad Network,
freenet DLS GmbH,Unknown,
Freespee,Service Provider,
Freestar,Ad Network,
FreeWheel,Unknown,
Freshpaint,Data Provider / Aggregator,
Frii ApS,Unknown,
Fringe81,Ad Agency,
Frosmo,Service Provider,
Frozen Tracks Technologies GmbH,Unknown,
FRVR Limited,Unknown,
Fubo TV,Ad Network,
Fuel Digital Media,Ad Network,
FugeTech,Demand Side Platform (DSP),
Full Circle Studies (ComScore),Data Provider / Aggregator,
Full Out Inc.,Ad Network,
Fullab,Retargeting / Optimization,
FullContact,Unknown,
Fund Lab,Retargeting / Optimization,
FUNKE DIGITAL GmbH,Ad Network,
FUNKE Digital GmbH,Unknown,
FunnKEY,Ad Network,fnnky.com
Fusedeck,Retargeting / Optimization;Ad Network,io.fusedeck.net
Fusion Media Group,Ad Network,
Fusion92,Ad Agency,
Future Plc,Publisher Related,
Fyber,Ad Network,
Fyber Monetization Ltd.,Ad Platform,
Fyllo,Ad Platform,
GADSME,Ad Platform,
Gadsme,Unknown,
GameDistribution,Ad Network,game.api.gamedistribution.com;html5.api.gamedistribution.com;html5.gamedistribution.com;msgrt.gamedistribution.com;pm.gamedistribution.com;tag.atom.gamedistribution.com
Gamedock,Customization,cdn.gamedock.io
Gameloft SE,Unknown,
Gamesight Inc,Unknown,
Gamma,Ad Network,
Gamma SSP,Sell Side Platform (SSP),
Gamned,Ad Exchange,
Gamoshi LTD,Ad Platform,
Gamoshi Ltd,Unknown,
Gamut,Ad Network,
GANet,Ad Platform,
Gator.io,Data Management Platform (DMP),
Gay Ad Network,Ad Network,
GB Pics 24,Social / Sharing Tools,
GDMServices, Inc. d/b/a Bidmind,Demand Side Platform (DSP),
Geeknet, Inc.,Service Provider,
GeistM Technologies LTD,Retargeting / Optimization,
Gemius AdOcean,Ad Server,
Gemius SA,Market research / Consumer survey;Attribution / Analytics,cmeu.hit.gemius.pl;hit.gemius.pl
gen.video,Ad Platform,
Genesis Media,Ad Network;Sell Side Platform (SSP),
Geniee,Ad Network,
Genius Sports Media Inc.,Unknown,
Genius Sports UK Limited,Unknown,
Genome Digital,Ad Agency,
Geo Targetly,Retargeting / Optimization,
GeoEdge,Unknown,
Geometry Global,Retargeting / Optimization,
GeoProve Limited,Ad Network,
Gerwan GmbH,Service Provider,
Getback,Retargeting / Optimization,
GetFeedback,Service Provider;Attribution / Analytics,getfeedback.com;w.usabilla.com
GetIntent,Demand Side Platform (DSP),
Getintent USA, inc.,Unknown,
GetOne,Ad Platform,
Getquanty,Attribution / Analytics,eqy.link
GetSocial,Attribution / Analytics,
GfK,Market research / Consumer survey,
GfK SE,Unknown,
GGC rollup,Unknown,
Giantmedia,Ad Network,
Gigya,Service Provider,
Gimbal,Ad Platform,
giosg.com Oy,Unknown,
Giphy,Customization,giphy.com;media0.giphy.com;media1.giphy.com;media2.giphy.com;media3.giphy.com;media4.giphy.com;media.giphy.com
GitHub Inc.,Customization,min.gitcdn.xyz;necolas.github.io
Glassbox,Customization,ws.sessioncam.com
GlassView,Ad Network,
Glimpse Protocol Limited,Ad Platform,
Global Media Group Services Limited,Ad Network,
Global Security Instruments (GSI),Customization,o.gsitrix.com;p.gsitrix.com
GlobalWebIndex,Retargeting / Optimization,
GlobalWide Media,Ad Platform,
Globant,Service Provider,
GlobeNewswire,Publisher Related,
glomex GmbH,Unknown,
Go Anywhere,Service Provider,
Go Instore,Customization,gis.goinstore.com
Go.pl sp. z o.o.,Unknown,
Go2Mobi,Demand Side Platform (DSP),
gocertify,Customization,assets.gocertify.me
Gohone Sport,Ad Platform,
GoingUp!,Attribution / Analytics,
Gojek,Ad Platform,
Goldbach Group AG,Unknown,
Golden Bees,Ad Platform,
Good-Loop Ltd,Unknown,
GoodData Corporation,Attribution / Analytics,
goodimpressions,Ad Platform,
Goodreads,Social / Sharing Tools,
Goodway Group, Inc.,Ad Agency,
Google,Ad Network,
Google Advertising Products,Ad Network,ad.doubleclick.net;ade.googlesyndication.com;adservice.google.com;adservice.google.ie;cm.g.doubleclick.net;*.doubleclick.net;doubleclick.net;*.fls.doubleclick.net;googleads.g.doubleclick.net;pagead2.googlesyndication.com;pubads.g.doubleclick.net;s0.2mdn.net;securepubads.g.doubleclick.net;static.doubleclick.net;stats.g.doubleclick.net;tpc.googlesyndication.com;www.googleadservices.com;www.youtube.com;youtube.com
Google Analytics 360,Attribution / Analytics,
Google Audience,Attribution / Analytics,
Google DV360,Attribution / Analytics,
Google Firebase Cloud Messaging,Attribution / Analytics,
Google Inc.,Service Provider;Ad Network;Customization;Attribution / Analytics,i1.ytimg.com;img.youtube.com;i.ytimg.com;s.ytimg.com;www.youtube-nocookie.com;csi.gstatic.com;maps.gstatic.com;region1.analytics.google.com;region1.google-analytics.com;www.google-analytics.com;www.googletagmanager.com;www.googletagservices.com;www.gstatic.com;yt3.ggpht.com;accounts.google.com;ajax.googleapis.com;apis.google.com;calendar.google.com;csp.withgoogle.com;developers.google.com;docs.google.com;google.com;imasdk.googleapis.com;maps.googleapis.com;spreadsheets.google.com;storage.googleapis.com;www.google.com;www.google.ie;www.recaptcha.net
Google LLC,Service Provider;Ad Network;Customization;Attribution / Analytics,
Google Optimize,Attribution / Analytics,
GotoWebinar,Social / Sharing Tools,
Gourmet Ads,Ad Platform,
GP One GmbH,Ad Network,
Grabit Interactive Media Inc dba KERV Interctive,Unknown,
Graham Digital,Ad Agency,
Grapeshot,Ad Platform,
GRAPHINIUM,Service Provider,
Gravito,Data Management Platform (DMP),
Gravy Analytics,Ad Platform,
Greenbids,Unknown,
Greenhouse,Ad Exchange,
Greenhouse Group BV (with its trademark LemonPI),Ad Network,pixels.lemonpi.io
Groove Commerce,Data Management Platform (DMP),
GroovinAds,Ad Platform,
GroundTruth,Ad Network;Ad Platform,
GroupBy,Service Provider,
Groupe Canal&#43;,Unknown,
GroupM,Unknown,
GroupM UK Limited,Ad Network,
Groupon, Inc.,Publisher Related,
Grover,Customization,api.getgrover.com
Gruveo,Customization,www.gruveo.com
Gum Gum,Ad Network,
GumGum,Inc.,Ad Network;rtb.gumgum.com;usersync.gumgum.com
Gumgum,Unknown,
GumGum, Inc.,Ad Platform,
Habu,Data Management Platform (DMP),
Haensel AMS GmbH,Data Provider / Aggregator,
HaiyunX.com,Publisher Related,
Halo Media,Ad Agency,
Hanna Andersson,Publisher Related,
Hanzo S/A,Ad Network,
Happydemics,Unknown,
harrenmedia,Ad Network,
Harvest Digital,Ad Network,
Hashtag Labs Inc.,Unknown,
HasOffer - Tune, Inc,Ad Platform,
Hatch,Customization,cdn.gethatch.com;gethatch.com
Havana Harbor,Ad Agency,
Havas Edge,Ad Agency,
Havas Media (Artemis Alliance S.L.U.),Ad Agency,
Havas Media France - DBi,Unknown,
Hawthorne,Ad Agency,
hbfsTech,Unknown,
Headerlift,Ad Network,ana.headerlift.com
HeadOffice,Ad Agency,
Headway Digital,Ad Platform,
Healio,Ad Platform,
Health Link Dimensions,Ad Platform,
HealthRankings by Symphony Health,Ad Platform,
Heap Analytics,Attribution / Analytics,
Hearst Autos,Ad Network,
Hearts and Science München GmbH,Ad Agency,
Heatmap, Inc.,Attribution / Analytics,
HEIMSPIEL Medien GmbH &amp; Co KG,Unknown,
Help400,Publisher Related,
HelpMyCash,Unknown,
Hemfixarna,Customization,hemfixarna.se
Hermann.AI,Data Management Platform (DMP),
Heroku,Service Provider;Customization,mnd-track-backend.herokuapp.com;murmuring-mesa-79835.herokuapp.com
